"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN015335","A16/18 85M DRY DUD        N/S 4K S/E OF COTTON BUSH DAM",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015335,0,1989-02-05 00:00:00.0,85,0,0,"Production",,"Current",-23.448277,133.611096,53,358128,7406170,"Estimated",
"RN040497","Baldy Bay Pty Ltd (Alroy Downs Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040497,1.3,2018-11-19 00:00:00.0,60,59,41,"Production","Constructed&Capped","Current",-19.064609,136.02749,53,608106,7891707,"GPS",
"RN012652","Entire Bore Stock Mount Riddock Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012652,,,0,0,,"Unknown",,"Current",-22.956027,135.148937,53,515268,7461340,"GPS",
"RN015336","RN15336 ROADS BORE (SUC) 74KM (NW) OF YUENDUMU.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015336,3,1989-04-28 00:00:00.0,122,0,0,"Production",,"Current",-21.920927,131.248497,52,732264,7574223,"GPS",
"RN040498","Baldy Bay Pty Ltd (Alroy Downs Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040498,5,2018-11-20 00:00:00.0,60,60,33,"Production","Constructed&Capped","Current",-19.218582,135.637274,53,566986,7874864,"GPS",
"RN012655","MOUNT MARY [MONO] 8.4K SSE OF TEN MILE RN 2341",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012655,,,102.8,0,,"Unknown",,"Current",-22.984487,135.330705,53,533895,7458159,"GPS",
"RN015341","1/88 EXCIS W [PROD-USE] 20K N KULGERA 5K W S/H ULBULLA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015341,4,1988-11-04 00:00:00.0,116.5,116.5,58.4,"Production","Solar","Current",-25.684678,133.193274,53,318688,7157996,"GPS",
"RN040499","Baldy Bay Pty Ltd (Alroy Downs Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040499,2,2018-11-21 00:00:00.0,96,96,40.5,"Production","Constructed&Capped","Current",-19.435003,135.8207,53,586154,7850834,"GPS",
"RN012654","MARS BORE 6"CAS DRY 16K S/W OF NEW HOMESTEAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012654,0,1950-01-01 00:00:00.0,43,0,0,"Production",,"Current",-22.863923,137.184769,53,724161,7469883,"GPS",
"RN040500","Trent Doyle",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040500,0.75,2017-11-01 00:00:00.0,79,79,8,"Production","Constructed&Capped","Current",-12.794725,130.963075,52,713090,8584756,"GPS",
"RN012657","JOB 6612/2 BONYA CK P1 CASED 100M STH OF BONYA RN 579 S",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012657,2.5,1980-04-17 00:00:00.0,20,0,0,"Production",,"Current",-22.769783,136.144707,53,617515,7481510,"GPS",
"RN015339","ROAD BORE SEEPAGE DUD 10.8K SSW OF RENEHANS RN 5085",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015339,0.1,1989-05-06 00:00:00.0,53.5,0,0,"Production",,"Current",-21.366322,130.887377,52,695696,7636135,"GPS",
"RN040501","S. Noble",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040501,1.25,2017-11-06 00:00:00.0,49,49,9,"Production","Constructed&Capped","Current",-13.238007,131.108147,52,728437,8535581,"GPS",
"RN012656","BONYA-BAIKAL 11M 4LPS DUD 200M N/E OF BONYA HILL TRIG",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012656,4,1980-04-17 00:00:00.0,11,0,0,"Production",,"Current",-22.763596,136.196508,53,622839,7482153,"GPS",
"RN015340","Old Production Bore Umbeara Now Monitoring Bore GR",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015340,4,1988-10-28 00:00:00.0,71.9,71,43,"Production","Constructed&Capped","Current",-25.682697,133.261278,53,325511,7158307,"GPS",
"RN040502","D. Lovegrove",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040502,0.5,2017-11-09 00:00:00.0,28,28,9,"Production","Constructed&Capped","Current",-13.223048,131.153982,52,733420,8537194,"GPS",
"RN037638","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037638,1,2012-06-07 00:00:00.0,40,40,1.4,"Investigation","Observation","Current",-12.710072,131.075056,52,725325,8594028,"GPS",
"RN037637","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037637,2,2012-06-11 00:00:00.0,10,10,2.4,"Investigation","Observation","Current",-12.709617,131.07774,52,725617,8594076,"GPS",
"RN037646","I.W. Quinn & S. Ruchkaew",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037646,,2011-07-03 00:00:00.0,78,0,,"Production","Backfilled","Historical",-12.794783,131.154671,52,733896,8584584,"GPS",
"RN037645","I.W. Quinn & S. Ruchkaew",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037645,,2011-07-01 00:00:00.0,48,0,,"Production","Backfilled","Historical",-12.790221,131.15559,52,734000,8585088,"GPS",
"RN037644","R.F.C. & N.C. Snow",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037644,,2012-05-23 00:00:00.0,30,0,,"Production","Casing Pulled/Filled","Historical",-12.550747,131.172279,52,736033,8611572,"GPS",
"RN037643","R.F.C. & N.C. Snow",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037643,,2012-05-18 00:00:00.0,61,0,,"Production","Backfilled","Historical",-12.550567,131.172213,52,736026,8611592,"GPS",
"RN037642","D.M.T. & Q.H. Dang",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037642,20,2012-05-11 00:00:00.0,70,70,0,"Production","Constructed&Capped","Current",-12.716729,131.432429,52,764144,8592955,"GPS",
"RN037641","C.N. Trinh & H.D.T. Vu",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037641,8,2012-05-04 00:00:00.0,31,31,0,"Production","Constructed&Capped","Current",-12.723847,131.437522,52,764690,8592162,"GPS",
"RN037640","D.A. Barbaro & D. Unwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037640,3,2012-05-02 00:00:00.0,55,55,9,"Production","Constructed&Capped","Current",-12.605539,131.162242,52,734892,8605518,"GPS",
"RN037639","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037639,1,2012-06-07 00:00:00.0,10,10,1.4,"Investigation","Observation","Current",-12.710072,131.075056,52,725325,8594028,"GPS",
"RN037627","M. & M.L. & C.M. & D.C. & M.J. On",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037627,10,2012-05-02 00:00:00.0,84,84,4,"Production","Constructed&Capped","Current",-12.586918,131.158249,52,734475,8607582,"GPS",
"RN025204","CONSOLIDATED PRESS A=88/76 KIRKIMBLE STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025204,3,1988-08-15 00:00:00.0,86,86,22.6,"Production","Equipped","Current",-17.953734,129.047919,52,505074,8014933,"GPS",
"RN037635","A.A.Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037635,0.2,2012-06-05 00:00:00.0,10,10,2.5,"Investigation","Observation","Current",-12.696905,131.071506,52,724951,8595488,"GPS",
"RN037634","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037634,1,2012-06-05 00:00:00.0,47,47,2.2,"Investigation","Observation","Current",-12.696886,131.071506,52,724951,8595490,"GPS",
"RN037633","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037633,1.5,2012-06-04 00:00:00.0,10,10,2,"Investigation","Observation","Current",-12.709543,131.084864,52,726391,8594078,"GPS",
"RN037632","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037632,1,2012-06-04 00:00:00.0,40,40,5.8,"Investigation","Observation","Current",-12.709525,131.084864,52,726391,8594080,"GPS",
"RN037631","Batchelor Institute of Indigenous Tertiary Education",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037631,10,2012-05-30 00:00:00.0,37,34.3,10,"Production","Constructed&Capped","Current",-13.047125,131.037245,52,720922,8556766,"GPS",
"RN037630","W.J. & N. Dargan",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037630,2,2012-04-25 00:00:00.0,69,69,6,"Production","Constructed&Capped","Current",-12.64309,131.107629,52,728923,8601411,"On Block",
"RN037629","B. Batchler S.B.J.V.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037629,,2012-05-22 00:00:00.0,70,0,,"Production","Backfilled","Historical",-12.446244,131.03012,52,720669,8623258,"GPS",
"RN037628","R.M. Luke",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037628,2,2012-05-14 00:00:00.0,67,67,15,"Production","Constructed&Capped","Current",-13.14242,131.109513,52,728674,8546157,"GPS",
"RN025196","WATER RESOURCES 1/87 GORANG GORANG",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025196,8,1987-09-03 00:00:00.0,37,37,5.7,"Investigation","Constructed&Capped","Current",-12.130457,134.463512,53,441626,8658963,"Estimated",
"RN025197","WATER RESOURCES 2/87 GORANG GORANG",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025197,7,1987-09-04 00:00:00.0,25.2,25.2,7,"Production","Equipped","Current",-12.130457,134.463512,53,441626,8658963,"Estimated",
"RN025198","WR 88/1 KURRIYIPPI",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025198,0,1988-09-01 00:00:00.0,99.2,0,0,"Investigation","Backfilled","Historical",-14.44585,129.662741,52,571431,8402861,"Estimated",
"RN025199","WR 88/1 KUY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025199,2,1988-09-05 00:00:00.0,50.3,0,0,"Investigation","Backfilled","Historical",-14.034184,129.600789,52,564871,8448411,"Estimated",
"RN025200","A=88/66 CATTLE CREEK STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025200,2.5,1988-07-24 00:00:00.0,76,0,38.4,"Production","Constructed&Capped","Current",-17.762227,131.524209,52,767646,8034321,"GPS",
"RN025201","SANTOS LEGUNE STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025201,4.2,1988-07-28 00:00:00.0,42,42,11.4,"Production","Constructed&Capped","Current",-15.348432,129.109937,52,511800,8303132,"Estimated",
"RN025202","DESA CATTLE CO A=88/27 LEGUNE STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025202,2,1988-08-01 00:00:00.0,36,36,19.1,"Production","Constructed&Capped","Current",-15.241797,129.340504,52,536565,8314901,"Estimated",
"RN025203","RON'S BORE  A=88/77 KIRKIMBIE STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025203,1,1988-08-14 00:00:00.0,72,72,0,"Production","Equipped","Current",-17.915576,129.216178,52,522896,8019142,"GPS",
"RN037636","A.A. Co (Northern Australian Beef Ltd)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037636,0.5,2012-06-06 00:00:00.0,40,40,2.4,"Investigation","Observation","Current",-12.709653,131.077694,52,725612,8594072,"GPS",
"RN025195","WATER RESOURCES 10/87 MANINGRIDA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025195,10,1987-08-28 00:00:00.0,153.9,153.9,19.3,"Production","Equipped","Current",-12.061653,134.236254,53,416876,8666513,"Estimated",
"RN037624","A. Beiliby (Mangarrayi Aboriginal Land Trust)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037624,10,2012-04-21 00:00:00.0,67,67,14,"Production","Constructed&Capped","Current",-15.022803,133.20142,53,306632,8338365,"GPS",
"RN037623","B.T. & A.M. Lewis",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037623,8,2012-04-19 00:00:00.0,43,43,4,"Production","Constructed&Capped","Current",-14.509449,132.165938,53,194524,8394036,"GPS",
"RN037622","R. Muench",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037622,4,2012-04-19 00:00:00.0,67,67,16,"Production","Constructed&Capped","Current",-14.574616,132.022366,53,179131,8386623,"GPS",
"RN037621","S.Crowder & B.J. Sagger",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037621,10,2012-04-18 00:00:00.0,69,69,17,"Production","Constructed&Capped","Current",-14.578206,132.024895,53,179409,8386229,"GPS",
"RN037620","M & M.L. & C.M. & D.C. & M.J. ON",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037620,,2012-03-30 00:00:00.0,79,0,,"Production","Backfilled","Historical",-12.586949,131.157743,52,734420,8607579,"GPS",
"RN037619","D.S. Yesberg",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037619,2,2012-04-24 00:00:00.0,100,100,6,"Production","Constructed&Capped","Current",-12.723555,131.070507,52,724819,8592540,"GPS",
"RN037618","B.P. Medbury & R.J. Berry",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037618,,2012-04-16 00:00:00.0,85,0,,"Production","Casing Pulled/Filled","Historical",-12.556989,131.124098,52,730790,8610924,"GPS",
"RN037617","Lichfield Council (R0bbie Robbins Reserve)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037617,12,2012-04-12 00:00:00.0,101,100,7,"Unknown","Constructed&Capped","Current",-12.441549,130.943233,52,711225,8623848,"GPS",
"RN003771","Y27 102FT DRY DUD N/TRACE 200M EAST OF Y12 RN 3630",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003771,0,1963-05-24 00:00:00.0,31.1,0,0,"Investigation","Casing Pulled/Filled","Historical",-22.255928,131.804394,52,789033,7536165,"Estimated",
"RN003770","Y26 19FT[DRYDUD]NOT LOOKED FOR ABOUT 3K N/E OF YUENDUMU",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003770,0,1963-05-22 00:00:00.0,5.8,0,0,"Investigation","Casing Pulled/Filled","Historical",-22.239977,131.787108,52,787283,7537965,"Estimated",
"RN003769","X10 BRUNETTE DOWNS STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003769,2.6,1963-05-22 00:00:00.0,74.6,74.6,46.3,"Production","Equipped","Current",-18.412355,135.540512,53,557086,7964107,"GPS",
"RN003768","NO 2 KILLARNEY STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003768,2,1963-05-14 00:00:00.0,79.2,79.2,0,"Production",,"Current",-16.202488,131.770778,52,796248,8206666,"GPS",
"RN003767","NO 1 KILLARNEY STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003767,0.24,1963-05-09 00:00:00.0,180.7,180.7,0,"Production",,"Current",-16.285881,131.715215,52,790181,8197512,"Estimated",
"RN037626","C.I. & N.M. Samson",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037626,5,2012-04-26 00:00:00.0,70.5,70.5,4,"Production","Constructed&Capped","Current",-12.713937,131.101737,52,728220,8593577,"GPS",
"RN037625","C.I. & N.M. Samson",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037625,,2012-04-24 00:00:00.0,60,0,,"Production","Backfilled","Historical",-12.713683,131.101892,52,728237,8593605,"GPS",
"RN003776","STOPLE HOLE N3 DRY DUD NOBLE NOB NOW OPEN CUT MINE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003776,0,1953-05-14 00:00:00.0,32,0,0,"Production",,"Current",-19.715762,134.295064,53,426127,7819819,"Estimated",
"RN003775","STOPE HOLE NO.2  DRY DUD NOBLES NOB NOW OPEN CUT",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003775,0,1963-04-07 00:00:00.0,25.9,0,0,"Production",,"Current",-19.715762,134.295064,53,426127,7819819,"Estimated",
"RN003774","STOPE HOLE NO.1 DRY DUD NOBLE NOB NOW OPEN CUT MINE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003774,0,1963-03-10 00:00:00.0,23.2,0,0,"Production",,"Current",-19.715762,134.295064,53,426127,7819819,"Estimated",
"RN003773","JOB 21 2ND ATT. NO.11 AMOONGUNA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003773,1.8,1960-11-28 00:00:00.0,153.9,0,0,"Production",,"Current",-23.776681,133.933642,53,391349,7370090,"Surveyed",
"RN003772","Y28 YUENDUMU",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003772,0.1,1963-05-29 00:00:00.0,70.4,0,31.5,"Unknown","Constructed&Capped","Current",-22.255927,131.804442,52,789038,7536165,"Estimated",
"RN012720","Old Monitoring Bore Forestry Block",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012720,0,1980-02-04 00:00:00.0,1.6,1.6,0,"Monitoring","Constructed&Capped","Current",-23.739965,133.83805,53,381575,7374079,"GPS",
"RN012719","Old Monitoring Bore Forestry Block",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012719,0,1980-02-02 00:00:00.0,6.6,6.6,0,"Monitoring","Constructed&Capped","Current",-23.739893,133.838158,53,381586,7374087,"GPS",
"RN012722","Monitoring Bore Commonage Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012722,0,1980-02-08 00:00:00.0,9.6,9.6,0,"Monitoring","Constructed&Capped","Current",-23.74285,133.840987,53,381877,7373762,"GPS",
"RN012721","Old Monitoring Bore Forestry Block",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012721,0,1980-02-06 00:00:00.0,8.6,8.6,0,"Monitoring","Constructed&Capped","Current",-23.742924,133.839976,53,381774,7373753,"GPS",
"RN012724","Observation Bore Forestry Block",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012724,0,1980-06-30 00:00:00.0,1.6,1.6,0,"Investigation",,"Current",-23.742928,133.840584,53,381836,7373753,"GPS",
"RN012723","Old Monitoring Bore Forestry Block",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012723,0,1980-06-30 00:00:00.0,3,3,0,"Monitoring","Constructed&Capped","Current",-23.739929,133.838079,53,381578,7374083,"GPS",
"RN012726","RN 12726. 100m (W-NW) OF RANGERS HOUSE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012726,0.1,1980-07-09 00:00:00.0,13,0,0,"Production",,"Current",-23.724733,133.728836,53,370428,7375670,"GPS",
"RN012725","RN 12725. 70m (E) RN 10782.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012725,0.1,1980-07-07 00:00:00.0,17,0,0,"Production",,"Current",-23.716622,133.730877,53,370628,7376570,"GPS",
"RN025181","ROWLANDS A 912 FLORINA RD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025181,0,1987-09-30 00:00:00.0,100,100,10,"Unknown","Constructed&Capped","Current",-14.451889,132.193029,53,197368,8400445,"Surveyed",
"RN037613","R.A.A.F. Base Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037613,0.5,2012-03-07 00:00:00.0,15,15,,"Investigation","Observation","Current",-12.420594,130.866741,52,702924,8626226,"GPS",
"RN025182","ROWLANDS A 912 FLORINA RD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025182,11.25,1987-10-04 00:00:00.0,130,130,10,"Production","Constructed&Capped","Current",-14.456339,132.187504,53,196778,8399945,"Surveyed",
"RN037612","R.A.A.F. Base Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037612,0.5,2012-03-07 00:00:00.0,15,13.5,,"Investigation","Observation","Current",-12.416787,130.86046,52,702244,8626652,"GPS",
"RN025183","ROWLANDS A 912 FLORINA RD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025183,25,1987-10-07 00:00:00.0,120,120,10,"Production","Constructed&Capped","Current",-14.469237,132.196658,53,197783,8398529,"GPS",
"RN037611","R.A.A.F. Base Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037611,,2012-03-07 00:00:00.0,15,0,,"Investigation","Backfilled","Historical",-12.416787,130.860442,52,702242,8626652,"GPS",
"RN037610","R.A.A.F. Base Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037610,,2012-03-06 00:00:00.0,15,15,,"Investigation","Observation","Current",-12.41201,130.861033,52,702310,8627180,"GPS",
"RN037609","R.A.A.F. BASE Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037609,0.5,2012-03-02 00:00:00.0,15,15,,"Investigation","Constructed&Capped","Current",-12.422483,130.870718,52,703355,8626014,"GPS",
"RN037608","R.A.A.F. Base Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037608,0.5,2012-03-02 00:00:00.0,15,15,,"Investigation","Observation","Current",-12.425181,130.864741,52,702703,8625720,"GPS",
"RN037607","R.A.A.F. Base Darwin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN037607,0.5,2012-03-02 00:00:00.0,15,15,,"Investigation","Observation","Current",-12.425253,130.864769,52,702706,8625712,"GPS",
"RN003782","AMOONGUNA NO.42  DUD 100 YDS STH OF EMILY GAP",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003782,0,1963-04-08 00:00:00.0,61,0,0,"Investigation",,"Current",-23.748242,133.935726,53,391538,7373240,"Surveyed",
"RN003781","AMOONGUNA NO.41 DUD 1.6K NTH OF AMOONGUNA GATE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003781,0,1963-04-08 00:00:00.0,61,0,0,"Investigation",,"Current",-23.747249,133.935833,53,391548,7373350,"Surveyed",
"RN025174","WR 87/1 WARATAH OVAL (Southern Cross care (S.A & N.T.)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025174,1,2010-02-03 00:00:00.0,6.8,0,2.4,"Production","Backfilled","Historical",-12.420395,130.837641,52,699760,8626270,"GPS",
"RN003780","AMOONGUNA NO.40  DUD 300 YDS STH OF NO 38",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003780,0,1963-04-03 00:00:00.0,54.9,0,0,"Investigation",,"Current",-23.753025,133.948345,53,392828,7372720,"Surveyed",
"RN025175","WR 87/2 WARATAH OVAL",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025175,0,1987-05-29 00:00:00.0,11.8,0,0,"Unknown","Backfilled","Historical",-12.42008,130.837483,52,699743,8626305,"GPS",
"RN003779","AMOONGUNA NO.39  DUD 300 YDS EAST OF NO 26",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN003779,0,1963-04-01 00:00:00.0,54.9,0,0,"Investigation",,"Current",-23.746947,133.957715,53,393778,7373400,"Surveyed",
