"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN027870","MARCSIK F. NO.3 L=1885 S=363",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027870,0.5,1991-06-14 00:00:00.0,64,0,0,"Unknown","Casing Pulled/Filled","Historical",-12.571886,131.061104,52,723930,8609330,"Surveyed",
"RN025125","MICHELL G A=87/26 MAUD CREEK",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025125,2,1987-06-03 00:00:00.0,70,70,16,"Production","Constructed&Capped","Current",-14.487705,132.501399,53,230678,8396865,"Estimated",
"RN027873","QUINN G. L=17 S=297",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027873,3,1991-06-25 00:00:00.0,54.5,48.5,10,"Production","Constructed&Capped","Current",-12.521309,131.05072,52,722845,8614935,"Surveyed",
"RN025126","Binjaree - WR 87/2",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025126,6,1987-07-06 00:00:00.0,219.3,219.3,0,"Unknown",,"Current",-14.539374,132.174356,53,195473,8390734,"GPS",
"RN027872","FINDLAY J. L=13 S=291",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027872,10,1991-09-11 00:00:00.0,41,39,8,"Production","Constructed&Capped","Current",-12.509589,131.040923,52,721790,8616240,"Surveyed",
"RN025127","OLD MISSION WELL MILINGIMBI",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025127,0,1967-01-01 00:00:00.0,4.5,4.5,0,"Production",,"Current",-12.102927,134.910635,53,490276,8662063,"Estimated",
"RN027875","BANKS S. L=2977 S=291",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027875,4,1991-10-01 00:00:00.0,48,48,7,"Production","Constructed&Capped","Current",-12.499974,131.039371,52,721629,8617305,"On Block",
"RN025128","CASEY CONSOLIDATED HOLDINGS FOUNTAIN HEADIN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025128,8.8,1987-04-24 00:00:00.0,39,39,7,"Production","Constructed&Capped","Current",-13.469312,131.568936,52,778130,8509511,"Estimated",
"RN027874","MERKL R. L=2160 S=457",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027874,2.5,1991-09-28 00:00:00.0,40,39,25,"Production","Constructed&Capped","Current",-12.550538,131.14419,52,732980,8611620,"GPS",
"RN025129","TERRITORY RESOURCES NO;1A BURRUNDIE WEST",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025129,1,1986-12-28 00:00:00.0,12,12,2,"Production","Constructed&Capped","Current",-13.548126,131.521025,52,772850,8500841,"Estimated",
"RN025130","TERRITORY RESOURCES NO:1 BURRUNDIE WEST",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025130,0,1987-04-13 00:00:00.0,70,0,0,"Unknown","Backfilled","Historical",-13.547581,131.521296,52,772880,8500901,"Estimated",
"RN027867","LAGUE R. NO.3 L=2337 S=454",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027867,3,1991-04-15 00:00:00.0,55,0,12,"Unknown","Casing Pulled/Filled","Historical",-12.547244,131.171761,52,735980,8611960,"Surveyed",
"RN027866","HOSKINS R. L=2014 S=460",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027866,7,1991-07-25 00:00:00.0,45.5,41,12.5,"Production","Constructed&Capped","Current",-12.548686,131.121406,52,730505,8611845,"Surveyed",
"RN025121","LANGDON P L=33 S=334",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025121,2,1987-03-03 00:00:00.0,38,38,0,"Production","Equipped","Current",-12.531557,131.075547,52,725535,8613780,"Surveyed",
"RN027869","DOUKAS V. NO.2 L=20 S=306 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027869,3,1991-10-10 00:00:00.0,41,41,8,"Production","Constructed&Capped","Current",-12.534283,131.044061,52,722110,8613505,"GPS",
"RN025122","VOUTSINOS L=27 S=559",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025122,10,1975-01-01 00:00:00.0,67,67,7.4,"Production","Equipped-Electrical","Current",-12.579549,131.253912,52,744880,8608310,"GPS",
"RN027868","DOUKAS V. NO.1 L=20 S=306 H=STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027868,0,1991-10-08 00:00:00.0,74,0,0,"Unknown","Casing Pulled/Filled","Historical",-12.533928,131.040931,52,721770,8613547,"GPS",
"RN012673","A1/37 80M SEEPAGE DUD N/T 3km (SE) OF JERVOIS MINE ROAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012673,0.1,1980-04-19 00:00:00.0,80,0,0,"Production",,"Current",-22.77177,136.287044,53,632127,7481170,"Estimated",
"RN040517","Barkley Stock Route 40km",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040517,,2021-10-27 00:00:00.0,100.72,97.02,,,"Constructed&Capped","Current",-17.905008,133.938901,53,387604,8020004,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN040517/Interval/Latest
"RN040518","132km East Barkley Stock Route",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040518,3.5,2021-11-24 00:00:00.0,149.6,149.1,36.7,,"Constructed&Capped","Current",-17.963834,134.705377,53,468804,8013791,"GPS",
"RN012672","A1/36 50M SALT SEEPAGE N/TRC APX 1K NTH OF FOSTERS RN 1",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012672,0,1980-04-18 00:00:00.0,50,0,0,"Production",,"Current",-22.871193,136.278232,53,631127,7470171,"Estimated",
"RN012675","JOB 6617. ALYAWARRA PROD-USE 20K NNE #17 (NGKWARLERLAN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012675,2,1980-05-28 00:00:00.0,152,0,0,"Production",,"Current",-21.726434,134.789999,53,478282,7597438,"GPS",
"RN040530","Nino Niceforo",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040530,20,2015-03-12 00:00:00.0,30,30,,"Production","Equipped","Current",-14.460535,132.395158,53,219185,8399745,"GPS",
"RN012674","JOB 6807.[PROD-USE] 20M (SE) OF RN 6814.ATNELTYEYE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012674,8,1980-05-25 00:00:00.0,75,0,0,"Production","Windmill","Current",-22.03387,134.610311,53,459785,7563373,"GPS",
"RN040531","Michael Tuckwell",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040531,1,2018-02-23 00:00:00.0,60,60,3,"Production","Equipped","Current",-12.80725,130.435255,52,655775,8583747,"GPS",
"RN012677","GB.5 5km (NE) OF GYPSUM BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012677,0.6,1980-05-15 00:00:00.0,50,0,18,"Investigation",,"Current",-24.429857,134.833557,53,483128,7298171,"Estimated",
"RN040532","Ernie Chin",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040532,1,2018-03-29 00:00:00.0,42,42,6,"Production","Constructed&Capped","Current",-12.729718,130.914412,52,707859,8591988,"GPS",
"RN012676","GB2.  2.2 km (E) OF GB9 ON NORTH SIDE OF ROAD BY 10MTS.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012676,0.6,1980-05-14 00:00:00.0,50,0,20,"Unknown",,"Current",-24.4276,134.833915,53,483164,7298421,"GPS",
"RN040533","Christine Pheeney",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040533,5,2018-04-12 00:00:00.0,29,27.5,1,"Production","Equipped","Current",-12.658391,131.107705,52,728918,8599718,"GPS",
"RN040534","Douglas Daly Research Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040534,8,2018-05-29 00:00:00.0,66,0,,"Unknown","Backfilled","Historical",-13.835609,131.184106,52,736081,8469378,"GPS",
"RN012678","GB 6. 5km (NE) OF GYPSUM BORE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012678,0.6,1980-05-16 00:00:00.0,50,0,12,"Investigation",,"Current",-24.411794,134.833581,53,483128,7300171,"Estimated",
"RN040535","Douglas Daly Research Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040535,10,2018-06-07 00:00:00.0,42,33.5,11.5,"Production","Constructed&Capped","Current",-13.834206,131.189466,52,736662,8469528,"GPS",
"RN027845","HOMESTEAD NO.2 ROBINSON RIVER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027845,2.2,1991-10-04 00:00:00.0,46.3,46.3,18,"Production","Constructed&Capped","Current",-16.761939,136.980139,53,711072,8145728,"GPS",
"RN015322","EXCISION 22M SEEPAGE DUD 2.3K EAST OF STUART HYWAY.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015322,0.1,1989-01-20 00:00:00.0,50,0,0,"Production",,"Current",-22.680133,133.382406,53,333823,7490984,"GPS",
"RN015323","EXCISION 22M 1LPS SALT DUD EASTERN SIDE LAUGHTONS LAGOO",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015323,1,1989-01-20 00:00:00.0,22,0,0,"Production",,"Current",-22.673351,133.377922,53,333354,7491730,"GPS",
"RN040505",,http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040505,1,2017-12-18 00:00:00.0,18,18,10,,"Constructed&Capped","Current",-13.620993,131.771748,52,799912,8492480,"GPS",
"RN027838","MINH HAI NGUYEN NO.4 L=2665 S=337",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027838,0,1991-05-10 00:00:00.0,44,0,0,"Unknown","Casing Pulled/Filled","Historical",-12.532216,131.101126,52,728315,8613685,"Surveyed",
"RN027837","VODICKA M. SECT 3851 HD STRANGWAYS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027837,8,1991-08-05 00:00:00.0,64,64,11,"Production","Constructed&Capped","Current",-12.584418,131.088254,52,726870,8607920,"On Block",
"RN027840","ANTHONY LAGOON STATION BORE No 13 REPLACEMENT #1",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027840,5.5,1991-09-25 00:00:00.0,95,95,42,"Production","Abandoned","Historical",-18.104133,135.332231,53,535150,7998262,"GPS",
"RN027839","MINH HAI NGUYEN NO.5 L=2665 S=337",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027839,2.5,1991-05-14 00:00:00.0,48,0,12,"Unknown","Casing Pulled/Filled","Historical",-12.532713,131.10113,52,728315,8613630,"Surveyed",
"RN027842","GC 91/1 CRAB HOLE ROBINSON RIVER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027842,3,1991-10-01 00:00:00.0,70.8,69.3,0,"Production","Constructed&Capped","Current",-16.212547,137.084982,53,722880,8206421,"Estimated",
"RN027841","DUPLICATE NO.5 WALHALLOW",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027841,0,1991-09-29 00:00:00.0,77,77,65,"Production","Constructed&Capped","Current",-17.846985,135.976916,53,603512,8026473,"GPS",
"RN027844","GC 91/1 ROBINSON RIVER ROBINSON RIVER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027844,0,1991-10-03 00:00:00.0,65,0,0,"Unknown","Backfilled","Historical",-16.756614,136.980112,53,711075,8146317,"Estimated",
"RN027843","GC 91/2 CRAB HOLE ROBINSON RIVER",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027843,2.1,1991-10-02 00:00:00.0,70.8,52.7,0,"Production","Constructed&Capped","Current",-16.212666,137.084899,53,722871,8206408,"Estimated",
"RN012648","BLACK WATER No3. 1km (N) OF BLACK WATER No2.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012648,0.9,1980-03-20 00:00:00.0,53.5,53.5,38.2,"Production","Windmill","Current",-23.261825,131.8936,52,796053,7424542,"GPS",
"RN040514","Jacobs Group (Manbulloo Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040514,0.5,2017-11-09 00:00:00.0,31.06,29.4,5.1,"Investigation","Constructed&Capped","Current",-14.694232,131.990011,52,822029,8373360,"GPS",
"RN012647","BLACK WATER No2. 8km (S-SE) OF PAPUNYA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012647,0,1980-03-19 00:00:00.0,46,0,0,"Production","Backfilled","Historical",-23.269118,131.890115,52,795680,7423741,"GPS",
"RN027836","CRESSWELL DOWNS STATION BORE No 4",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027836,0,1989-12-08 00:00:00.0,78,0,0,"Production","Abandoned","Historical",-17.71894,136.72939,53,683388,8040067,"GPS",
"RN012640","SANDY BLIGHT  [PROD] AT SANDY BLIGHT JUNCTION.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012640,3.5,1980-03-31 00:00:00.0,38.1,0,14.1,"Production","Abandoned","Historical",-23.194945,129.560602,52,557369,7434789,"GPS",
"RN015326","SITE E [PROD-USE] ALYUEN 2KM S OF AILERON H/S  ALYUEN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015326,3,1989-01-21 00:00:00.0,37.3,0,0,"Production",,"Current",-22.661125,133.349885,53,330458,7493052,"Surveyed",
"RN040506",,http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040506,0.5,2017-12-18 00:00:00.0,18,18,9,,"Constructed&Capped","Current",-13.619967,131.778709,52,800667,8492585,"GPS",
"RN012639","SANDY BLIGHT JUNCTION  [DUD] 3.2KM (S) 500M (W) & 400M",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012639,0.1,1980-03-26 00:00:00.0,100,0,0,"Production","Backfilled","Historical",-23.22041,129.549937,52,556267,7431974,"GPS",
"RN015327","A88/53 0.2LPS DUD 8KM (S) OF RN 3220",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015327,0.2,1989-01-23 00:00:00.0,85,0,0,"Unknown",,"Current",-22.297662,131.507051,52,758296,7532080,"Estimated",
"RN040507",,http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040507,0.5,2017-12-18 00:00:00.0,37,37,20,,"Constructed&Capped","Current",-13.619098,131.772363,52,799981,8492689,"GPS",
"RN012642","HALFWAY BORE [DUD] 2.3KM E OF RN15368 ON OLD ROAD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012642,0,1980-04-01 00:00:00.0,61,0,0,"Production","Backfilled","Historical",-23.328342,130.886482,52,692883,7418874,"GPS",
"RN015324","EXCISION 50M DRY DUD 1.7K SSE OF AILERON STOCK YDS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015324,0,1989-01-20 00:00:00.0,50,0,0,"Production",,"Current",-22.66199,133.354049,53,330887,7492961,"GPS",
"RN040508","Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040508,0.5,2017-12-19 00:00:00.0,24,24,10,,"Constructed&Capped","Current",-13.617795,131.774214,52,800183,8492831,"GPS",
"RN012641","YALULATUMI.[PROD-USE] 5KM (W) OF RN15363 & 1.5KM (N) OF",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012641,0.9,1980-04-02 00:00:00.0,30.5,30.5,17.5,"Production","Windmill","Current",-23.219746,131.330894,52,738531,7430241,"GPS",
"RN015325","SITE E/ DRY DUD 2KM (S) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015325,0,1989-01-21 00:00:00.0,34.1,0,0,"Production",,"Current",-22.662856,133.350497,53,330523,7492861,"GPS",
"RN040509",,http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040509,1,2017-12-19 00:00:00.0,12,12,1,,"Constructed&Capped","Current",-13.627139,131.773842,52,800131,8491797,"GPS",
"RN012644","YULUMPAWARRA No2. 8km (S) OF PAPUNYA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012644,0.1,1980-03-21 00:00:00.0,46,0,0,"Production","No Trace","Historical",-23.291366,131.943872,52,801133,7421165,"Estimated",
"RN015330","DRY DUD 70M (E) OF 12 MILE CREEK GAP.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015330,0,1989-01-28 00:00:00.0,58,0,0,"Production","Backfilled","Historical",-22.218685,130.974908,52,703567,7541640,"GPS",
"RN040510","Jacobs Group Australia (Manbullo Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040510,1,2017-11-04 00:00:00.0,19.4,16.2,,"Investigation","Constructed&Capped","Current",-14.694344,131.990344,52,822065,8373347,"GPS",
"RN012643","YULUMPAWARRA No1. 12km (S-SE) OF PAPUNYA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012643,0,1980-03-21 00:00:00.0,38,0,0,"Production","No Trace","Historical",-23.309409,131.94427,52,801133,7419165,"Estimated",
"RN015331","A88/50 0.3LPS DUD NOT VISITED 9KM (SW) OF RN 3218",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015331,0.3,1989-01-29 00:00:00.0,90,0,0,"Unknown",,"Current",-22.15779,131.302668,52,737466,7547907,"Estimated",
"RN040511","Jacobs Group (Manbulloo Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040511,1.6,2017-11-06 00:00:00.0,14.04,9.95,6.2,"Investigation","Constructed&Capped","Current",-14.694353,131.990416,52,822073,8373346,"GPS",
"RN012646","BLACK WATER No1. 10km (S) OF PAPUNYA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012646,0.1,1980-03-19 00:00:00.0,30.5,0,10.4,"Production","Backfilled","Historical",-23.290107,131.882967,52,794902,7421430,"GPS",
"RN015328","A88/57 DRY DUD,BACK FILLED 34KM (S) OF VAUGHAN SPRINGS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015328,0,1989-01-25 00:00:00.0,200,0,0,"Production","Backfilled","Historical",-22.457841,130.621275,52,666823,7515593,"GPS",
"RN040512","Jacobs Group (Manbulloo Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040512,2,2017-11-07 00:00:00.0,18.84,18,5.6,"Investigation","Constructed&Capped","Current",-14.694579,131.990857,52,822120,8373320,"GPS",
"RN012645","YULUMPAWARRA NO3 ULUMBURA  PAPUNYA O/STN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012645,1.3,1980-03-22 00:00:00.0,45,45,25.9,"Production","Windmill","Current",-23.278747,131.92426,52,799154,7422604,"GPS",
"RN015329","A88/54 DRY DUD BACK FILLED APX 26KM (W) OF EVA SPRINGS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015329,0,1989-01-26 00:00:00.0,120,0,0,"Production","Backfilled","Historical",-22.28989,130.532983,52,657926,7534284,"GPS",
"RN040513","Jacobs Group (Manbulloo Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040513,4,2017-11-08 00:00:00.0,30.93,29,0,"Investigation","Constructed&Capped","Current",-14.694735,131.9907,52,822103,8373303,"GPS",
"RN025109","BREMNER B L=2271 S=1554",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025109,1,1986-11-01 00:00:00.0,46,46,0,"Production",,"Current",-12.726222,131.058523,52,723515,8592255,"Surveyed",
"RN025110","BREMNER B L=2273 S=1554 CHECK IN FIELD",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025110,2,1986-11-03 00:00:00.0,42,0,0,"Production","Constructed&Capped","Current",-12.728347,131.058402,52,723500,8592020,"Surveyed",
"RN015333","A79/10 SNAKE HOLE 80M DRY DUD 1K NORTH OF SNAKE HOLE DA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015333,0,1989-02-02 00:00:00.0,80,0,0,"Production",,"Current",-23.511617,132.122546,53,206152,7396897,"GPS",
"RN015334","A16/19 IRONWOOD 65M 0.1LPS DUD 9M NTH OF MILL RN 11650",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015334,0.1,1989-02-04 00:00:00.0,65,0,0,"Production",,"Current",-23.430305,133.487577,53,345488,7408033,"GPS",
"RN012649","MT WEDGE. 10km (E) OF PAPUNYA.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012649,0.1,1980-03-23 00:00:00.0,84,0,0,"Production","No Trace","Historical",-23.200419,131.980927,52,805133,7431165,"Estimated",
"RN015332","RN15332. NOT SITED 8/89 13KM (SE) OF RN3220",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015332,4,1989-01-29 00:00:00.0,34,34,14,"Production",,"Current",-22.322069,131.613639,52,769236,7529190,"Estimated",
"RN025101","BREMNER B L=2289 S=1554",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025101,0.75,1986-10-24 00:00:00.0,70,0,0,"Production",,"Current",-12.727629,131.04606,52,722160,8592110,"Surveyed",
"RN027849","DUPLICATE CAUSEWAY BORE NEWCASTLE WATERS",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027849,2.5,1991-10-27 00:00:00.0,95.5,95.5,54.5,"Production","Equipped","Current",-17.233872,133.472503,53,337595,8093931,"GPS",
"RN025102","BREMNER B L=2285 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025102,1,1986-10-26 00:00:00.0,58,58,0,"Production","Constructed&Capped","Current",-12.721729,131.043619,52,721900,8592765,"Surveyed",
"RN027848","ROAD BORE-CHAIN 209 CARPENTARIA HWY.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027848,0,1991-10-24 00:00:00.0,101.5,0,0,"Unknown",,"Current",-16.733955,135.181777,53,519376,8149867,"Estimated",
"RN025103","BREMNER B L=2287 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025103,1,1986-10-27 00:00:00.0,43,43,0,"Production",,"Current",-12.722218,131.044635,52,722010,8592710,"Surveyed",
"RN027851","SNAKE BAY 1/91",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027851,3,1991-10-16 00:00:00.0,72.9,53,23.49,"Monitoring","Observation","Current",-11.388347,130.637499,52,678671,8740576,"GPS",
"RN025104","BREMNER B L=2286 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025104,2,1986-10-27 00:00:00.0,51,0,0,"Production","Constructed&Capped","Current",-12.721853,131.045001,52,722050,8592750,"Surveyed",
"RN027850","WR 91/1 NTU AQUACULTURE P=9198",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027850,2,1991-10-02 00:00:00.0,54.6,54.3,5,"Production","Constructed&Capped","Current",-12.370988,130.865752,52,702855,8631715,"Surveyed",
"RN025105","BREMNER B L=2284 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025105,1,1986-10-28 00:00:00.0,55,0,0,"Production","Constructed&Capped","Current",-12.722362,131.043486,52,721885,8592695,"Surveyed",
"RN027853","SNAKE BAY 3/91",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027853,2.8,1991-10-23 00:00:00.0,54.6,53,27.01,"Monitoring","Observation","Current",-11.403687,130.637907,52,678706,8738879,"Estimated",
"RN025106","BREMNER B L=2288 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025106,1,1986-10-30 00:00:00.0,58,0,0,"Production","Constructed&Capped","Current",-12.72361,131.045705,52,722125,8592555,"Surveyed",
"RN027852","2/91",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027852,0,1991-10-21 00:00:00.0,139,139,0,"Investigation","Backfilled","Historical",-11.422709,130.660229,52,681130,8736761,"GPS",
"RN025107","BREMNER B L=2288 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025107,1.5,1986-11-19 00:00:00.0,51,0,12,"Production","Constructed&Capped","Current",-12.723982,131.044327,52,721975,8592515,"Surveyed",
"RN027855","SNAKE BAY 5/91",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027855,3,1991-10-26 00:00:00.0,32.3,32.3,7.34,"Production","Others","Current",-11.420004,130.65893,52,680990,8737061,"GPS",
"RN025108","BREMNER B L=2282 S=1556",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN025108,0.75,1986-10-30 00:00:00.0,64,64,0,"Production",,"Current",-12.724449,131.042444,52,721770,8592465,"Surveyed",
"RN027854","SNAKE BAY 4/91",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027854,2,1991-10-24 00:00:00.0,28.5,25.2,11.21,"Monitoring","Observation","Current",-11.425566,130.666422,52,681804,8736441,"GPS",
"RN040503","J. Bremmner",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040503,0.75,2017-11-10 00:00:00.0,37,37,9,"Production","Constructed&Capped","Current",-13.221387,131.143065,52,732238,8537388,"GPS",
"RN012658","Turnoff Bore Advice Owen Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012658,3,1980-04-22 00:00:00.0,46,46,18,"Production","Constructed&Capped","Current",-23.826137,133.459857,53,343128,7364170,"Estimated",
"RN040504","35 Daniell Rd, Accacia Hills",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040504,10,2017-12-14 00:00:00.0,60,60,14,,"Constructed&Capped","Current",-12.741342,131.10583,52,728640,8590541,"Estimated",
"RN027847","ROAD BORE-CHAIN 95 CARPENTARIA HWY.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027847,0,1991-10-22 00:00:00.0,200,200,0,"Unknown","Open Hole","Current",-16.448796,134.236799,53,418527,8181267,"Estimated",
"RN027846","ROAD BORE-CHAIN 93 CARPENTARIA HWY.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN027846,0,1991-10-21 00:00:00.0,178.8,178.8,0,"Unknown","Constructed&Capped","Current",-16.442878,134.225114,53,417277,8181917,"Estimated",
"RN012651","GOREYS BORE No2. No6 STURT TCE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012651,1.8,1980-02-13 00:00:00.0,18,0,0,"Production",,"Current",-23.699858,133.887962,53,386628,7378560,"Estimated",
"RN015337","ROAD BORE         (SUC) ON RD TO FLOOD OUT RN 1787",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015337,1,1989-05-04 00:00:00.0,39.3,0,0,"Production",,"Current",-21.809755,131.171563,52,724488,7586649,"GPS",
"RN040495","Baldy Bay Pty Ltd (Alroy Downs Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040495,5,2018-11-16 00:00:00.0,84,83,44.1,"Production","Constructed&Capped","Current",-19.671529,135.945993,53,599163,7824591,"GPS",
"RN012650","New Desert Bore Owen Springs Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012650,2.3,1979-12-09 00:00:00.0,152,152,91,"Production","Equipped-Diesel","Current",-24.014085,133.221313,53,319088,7343071,"GPS",
"RN015338","ROAD BORE  6&8"STEEL CASING APX10KM (S) OF RN4348.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015338,2,1989-05-05 00:00:00.0,28,0,0,"Production",,"Current",-21.596759,131.030181,52,710177,7610434,"GPS",
"RN040496","Baldy Bay Pty Ltd (Alroy Downs Station)",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN040496,3.5,2018-11-17 00:00:00.0,72,72,41.8,"Production","Constructed&Capped","Current",-19.162427,136.189406,53,625070,7880774,"GPS",
"RN012653","EASTERN CHIEF [MILL] 10.3K N/W OF ENTIRE RN 12652",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012653,,,60.1,0,,"Unknown",,"Current",-22.932092,135.060979,53,506252,7463996,"GPS",
