"Bore no","Name","Bore report","Yield (L/s)","Completion date","Drilled depth (m)","Completion depth (m)","Depth to water (m) at date of drilling","Purpose","Construction","Status","Latitude","Longitude","UTM zone","Easting","Northing","Position accuracy","Water data portal"
"RN016454","Petyale Outstation Dud Hansen River Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016454,,1994-02-09 00:00:00.0,20,0,,"Production","Backfilled","Historical",-22.001414,133.420766,53,336977,7566175,"GPS",
"RN016453","Petyale Outstation Dud Hansen River Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016453,,1994-02-08 00:00:00.0,42,0,,"Production","Backfilled","Historical",-22.003034,133.432351,53,338175,7566008,"GPS",
"RN000919","RYANS WELL NOT USED 10K SSE OF AILERON PUB",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000919,,,29.3,0,,"Production",,"Current",-22.719173,133.382152,53,333844,7486661,"GPS",
"RN000920","ARDEN SOAK WELL. PINE HILL.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000920,,,56.1,0,,"Unknown",,"Current",-22.352801,133.330917,53,328128,7527170,"Estimated",
"RN001119","NO4 36M DUD NO DATA NO TRACE APX 7K ENE OF PRIDMORE RN",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001119,,,36,0,,"Unknown",,"Current",-22.663464,133.18061,53,313065,7492590,"Estimated",
"RN000921","MERINO WELL. ABD 6KM (E) OF S/HIWAY.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000921,,,7.6,0,,"Unknown",,"Current",-21.815298,133.722483,53,367956,7587070,"GPS",
"RN011771","RABBIT FLAT BORE       (MILL) 7K WEST OF STUART HIGHWAY",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN011771,1,1978-02-16 00:00:00.0,24.1,0,0,"Production",,"Current",-22.701974,133.300825,53,325468,7488472,"GPS",
"RN015073","ADVICE A63/25. 5.8KM (ESE) OF MT AIRY.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015073,0,1987-08-02 00:00:00.0,90,0,0,"Production",,"Current",-22.438061,133.103158,53,304788,7517451,"Estimated",
"RN000922","HANSON WELL. 14.7KM (S) OF HOMESTEAD.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000922,,,14,0,,"Unknown",,"Current",-21.79224,133.664705,53,361961,7589572,"GPS",
"RN011770","A87/6 GRANITE BORE     (MONO) 9.6K STH/EAST OF HOMESTEA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN011770,2.3,1978-02-15 00:00:00.0,36.4,0,0,"Production",,"Current",-22.665025,133.424155,53,338095,7492703,"GPS",
"RN015074","A63/26. 8KM (SSE) OF OLD ROAD & P/HILL",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015074,2,1987-08-03 00:00:00.0,42,0,0,"Production",,"Current",-22.469978,133.128948,53,307487,7513950,"Estimated",
"RN010670","NUMBER 84   ABD APX 2.5KM (S) OF TI-TREE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010670,1.6,1973-06-12 00:00:00.0,49.1,0,0,"Investigation",,"Current",-22.14652,133.422187,53,337290,7550111,"Surveyed",
"RN015072","A63/24.(DRY DUD) 26KM (WNW) OF KEROSENE YARDS.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015072,0,1987-07-24 00:00:00.0,85,0,0,"Production",,"Current",-22.432216,133.079254,53,302319,7518067,"Estimated",
"RN010672","Ti Tree Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010672,8,1973-06-15 00:00:00.0,79.6,0,0,"Monitoring","Constructed&Capped","Current",-22.1552,133.408809,53,335920,7549135,"GPS",
"RN015077","#3 Duplicate Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015077,5.5,1988-02-06 00:00:00.0,27,0,0,"Production",,"Current",-22.437682,134.260484,53,423901,7518539,"Estimated",
"RN016452","Petyale Outstation Dud Hansen River Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016452,,1994-02-08 00:00:00.0,42,0,,"Production","Backfilled","Historical",-21.998743,133.431333,53,338065,7566482,"GPS",
"RN010671","Old Monitoring Bore Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010671,18.9,1973-06-13 00:00:00.0,27.2,0,0,"Investigation",,"Current",-22.173236,133.412201,53,336291,7547142,"Estimated",
"RN015078","Monitoring Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN015078,1.3,1988-02-07 00:00:00.0,31,31,0,"Monitoring","Constructed&Capped","Current",-22.440691,133.82612,53,379203,7517921,"GPS",
"RN016451","Petyale Outstation Dud Hansen River Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016451,,1994-02-08 00:00:00.0,44,0,,"Production","Backfilled","Historical",-21.996904,133.429823,53,337907,7566684,"GPS",
"RN010673","Monitoring Bore Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010673,6,1973-06-16 00:00:00.0,75.7,0,0,"Monitoring","Constructed&Capped","Current",-22.207904,133.428574,53,338019,7543321,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN010673/Interval/Latest
"RN001132","CLEMENTS WELL 18.7K WEST OF 720BORE RN 1133",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN001132,,,24.4,0,,"Production",,"Current",-22.634845,134.231349,53,421015,7496698,"GPS",
"RN018926","Investigation Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018926,0.15,2014-06-02 00:00:00.0,324,324,30.02,"Investigation","Constructed&Capped","Current",-22.500641,133.542005,53,350027,7511027,"GPS",
"RN005466","Old Monitoring Bore Ti Tree",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005466,0.1,1966-06-10 00:00:00.0,10.4,0,0,"Monitoring",,"Current",-22.132801,133.406596,53,335666,7551613,"Surveyed",
"RN010878","SANDY CREEK BORE BETWEEN EXIST.NO2 RN1605 &6953",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN010878,1,1974-10-27 00:00:00.0,25.6,0,0,"Production",,"Current",-22.396406,133.133605,53,307865,7522103,"Estimated",
"RN005467","132.5/100  #4 TI-TREE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005467,0.2,1966-06-11 00:00:00.0,19.8,0,0,"Investigation",,"Current",-22.132941,133.421068,53,337159,7551613,"Surveyed",
"RN018922","Monitoring Bore Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018922,1.5,2014-04-02 00:00:00.0,31.07,31.05,6.3,"Investigation","Constructed&Capped","Current",-21.861854,133.771581,53,373072,7581957,"GPS",
"RN018923","Monitoring Bore Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018923,1.7,2014-04-03 00:00:00.0,17,16.94,5.75,"Investigation","Constructed&Capped","Current",-21.861918,133.771658,53,373080,7581950,"GPS",
"RN002284","NO.1 BORE. TI-TREE.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN002284,1.9,1960-09-07 00:00:00.0,34.7,0,0,"Production",,"Current",-22.132803,133.422923,53,337350,7551630,"Estimated",
"RN018924","Monitoring Bore Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018924,3,2014-04-08 00:00:00.0,61.34,29.37,7.37,"Investigation","Constructed&Capped","Current",-21.89161,133.769197,53,372852,7578661,"GPS",
"RN018925","Monitoring Bore Stirling Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018925,1,2014-04-14 00:00:00.0,90.63,84,4.1,"Investigation","Constructed&Capped","Current",-21.891581,133.768916,53,372823,7578664,"GPS",
"RN018921","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018921,8.6,2014-03-28 00:00:00.0,161,160.03,29.14,"Investigation","Constructed&Capped","Current",-22.53856,133.658537,53,362053,7506941,"GPS",
"RN014191","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014191,0,1984-11-22 00:00:00.0,30,30,0,"Monitoring","Constructed&Capped","Current",-22.458395,133.646259,53,360710,7515805,"GPS",
"RN014189","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014189,15,1984-11-20 00:00:00.0,100,70,17.85,"Monitoring","Constructed&Capped","Current",-22.458811,133.641979,53,360270,7515755,"GPS",
"RN014190","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014190,0,1984-11-21 00:00:00.0,30,22,0,"Monitoring","Constructed&Capped","Current",-22.45873,133.642077,53,360280,7515764,"GPS",
"RN000930","AILERON BORE ABD NO DATA   N/T AILERON HOMESTEAD AREA",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000930,,,0,0,,"Unknown",,"Current",-22.623907,133.347119,53,330128,7497170,"Estimated",
"RN013335","PLENTY RD NO4 CASED 400M(S) OF 45K PEG @ STN T/OFF",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013335,3.8,1982-04-23 00:00:00.0,27,27,13,"Production","Constructed&Capped","Current",-22.975301,133.999995,53,397496,7458865,"GPS",
"RN013336","Alcoota - Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013336,1.9,1982-04-24 00:00:00.0,90,90,52,"Production","Constructed&Capped","Current",-22.644983,133.952717,53,392390,7495401,"GPS",
"RN013334","PLENTY RD NO3 60M 0.5LPS DUD 600M STH OF 44KM PEG",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013334,0.5,1982-04-22 00:00:00.0,60,0,12,"Production","Not Found","Historical",-22.979473,134.004042,53,397914,7458406,"Estimated",
"RN014188","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014188,15,1984-11-20 00:00:00.0,57,54,17.2,"Monitoring","Constructed&Capped","Current",-22.469278,133.57693,53,353587,7514534,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN014188/Interval/Latest
"RN013337","Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN013337,3.1,1982-04-25 00:00:00.0,43,43,20,"Production","Constructed&Capped","Current",-22.536284,134.061504,53,403493,7507509,"GPS",
"RN005475","125/100  #1  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005475,0,1966-06-09 00:00:00.0,2.1,0,0,"Investigation",,"Current",-22.132855,133.399248,53,334908,7551599,"Surveyed",
"RN005721","Ti Tree Investigation Bore 130/75",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005721,8.7,1966-11-30 00:00:00.0,61,0,0,"Investigation",,"Current",-22.201687,133.41321,53,336428,7543993,"Surveyed",
"RN005722","Investigation 130/75 Observation Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005722,0,1966-11-22 00:00:00.0,54.9,0,0,"Investigation",,"Current",-22.201687,133.41321,53,336428,7543993,"Surveyed",
"RN005723","Monitoring Bore Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005723,8.4,1966-11-07 00:00:00.0,61,0,0,"Monitoring",,"Current",-22.201708,133.413716,53,336480,7543991,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005723/Interval/Latest
"RN005724","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005724,7.5,1966-12-09 00:00:00.0,61.6,61.6,0,"Monitoring","Constructed&Capped","Current",-22.243055,133.41361,53,336517,7539413,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005724/Interval/Latest
"RN005468","124/90  #28  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005468,7.5,1966-07-05 00:00:00.0,67.7,0,0,"Investigation",,"Current",-22.160224,133.395942,53,334599,7548565,"Surveyed",
"RN014194","Territory Grape Farm Old Production Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014194,0,1984-12-07 00:00:00.0,91,85,0,"Production","Constructed&Capped","Current",-22.458741,133.642271,53,360300,7515763,"GPS",
"RN014195","Abandoned Investigation Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014195,0,1984-12-12 00:00:00.0,99,0,0,"Investigation","Backfilled","Historical",-22.45876,133.642378,53,360311,7515761,"GPS",
"RN014192","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014192,10,1984-11-23 00:00:00.0,78,42,0,"Monitoring","Constructed&Capped","Current",-22.459085,133.641287,53,360199,7515724,"GPS",
"RN011750","HOMESTEAD BORE.AILERON (MONO) HOMESTEAD HOUSE PADDOCK",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN011750,0.5,1977-12-14 00:00:00.0,33.5,0,0,"Production",,"Current",-22.641866,133.337175,53,329128,7495170,"Estimated",
"RN014193","Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014193,0,1984-11-24 00:00:00.0,98,98,0,"Monitoring","Constructed&Capped","Current",-22.516928,133.652067,53,361366,7509330,"GPS",
"RN005472","122.5/95  #6  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005472,2.5,1966-06-15 00:00:00.0,79.2,0,0,"Investigation",,"Current",-22.146612,133.391669,53,334142,7550067,"Surveyed",
"RN005473","120/95  #5  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005473,1,1966-06-14 00:00:00.0,91.4,0,0,"Investigation",,"Current",-22.146346,133.38428,53,333380,7550089,"Surveyed",
"RN005474","130/100  #3  TI TREE GRID  S/R BORE TROUGH",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005474,0.1,1966-06-11 00:00:00.0,41.8,0,0,"Investigation",,"Current",-22.132872,133.413973,53,336427,7551613,"Surveyed",
"RN012852","House Bore #2 Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012852,1.3,1980-09-17 00:00:00.0,21,0,8,"Production",,"Current",-22.396125,134.234378,53,421191,7523126,"Estimated",
"RN012853","#2 Replacement Bore Woodgreen Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN012853,2.5,1980-09-11 00:00:00.0,30,0,21,"Production",,"Current",-22.483369,134.238137,53,421627,7513470,"GPS",
"RN043107","NT Portion 655",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN043107,3,2022-08-23 00:00:00.0,66,66,15.2,,"Constructed&Capped","Current",-21.862615,133.615709,53,356965,7581736,"GPS",
"RN018900","Monitoring Bore Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018900,1,2012-07-25 00:00:00.0,88.1,91.6,52.35,"Investigation","Constructed&Capped","Current",-22.674115,133.937935,53,390894,7492165,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN018900/Interval/Latest
"RN018899","Monitoring Bore Pine Hill Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018899,2.8,2012-07-19 00:00:00.0,49,47,33.22,"Investigation","Constructed&Capped","Current",-22.502223,133.521323,53,347901,7510831,"GPS",
"RN016375","Investigation Bore Dud Alyuen Community Aileron",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016375,0.1,1994-09-27 00:00:00.0,28.8,0,,"Investigation","Backfilled","Historical",-22.659115,133.345919,53,330048,7493270,"GPS",
"RN016374","Investigation Bore Dud Alyuen Community Aileron",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016374,0.1,1994-09-20 00:00:00.0,25.1,0,,"Investigation","Backfilled","Historical",-22.661535,133.34409,53,329863,7493000,"GPS",
"RN000444","DUD N.S.S.R 240 GPH NO TRACE APX 2KM (N) OF MERINO WELL",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000444,0.3,1950-11-10 00:00:00.0,210.9,0,0,"Production",,"Current",-21.797246,133.724307,53,368128,7589070,"Estimated",
"RN014411","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014411,0.5,1985-08-16 00:00:00.0,30,30,15.64,"Monitoring","Constructed&Capped","Current",-22.448925,133.642484,53,360312,7516850,"GPS",
"RN000446","CAMEL SOAK BORE. N.S.S.R. 12KM (N) OF BULLOCKY RN447.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000446,,,0,0,,"Unknown",,"Current",-21.861401,133.612767,53,356660,7581868,"GPS",
"RN000447","BULLOCKY SOAK NSSR (MILL) 22.5K NORTH OF TI-TREE PU",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000447,0.9,1938-07-01 00:00:00.0,59.8,0,0,"Production",,"Current",-21.932886,133.525602,53,347728,7573870,"Estimated",
"RN016378","Investigation Bore Dud Alyuen Community Aileron",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016378,0.1,1994-09-23 00:00:00.0,63.8,0,,"Investigation","Backfilled","Historical",-22.659244,133.349615,53,330428,7493260,"GPS",
"RN000448","TI-TREE BORE 33rd. N.S.S.R. 300M WEST OF PUB",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000448,1.5,1937-01-01 00:00:00.0,14,0,0,"Production",,"Current",-22.132743,133.413908,53,336420,7551627,"GPS",
"RN016377","Investigation Bore Dud Alyuen Community Aileron",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016377,,1994-09-22 00:00:00.0,17.7,0,,"Investigation","Backfilled","Historical",-22.662045,133.349777,53,330448,7492950,"GPS",
"RN000449","ARDEN SOAK BORE. 12M (W) OF MILL RN11975.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000449,2.3,1953-03-31 00:00:00.0,62.5,0,0,"Production",,"Current",-22.356685,133.323036,53,327321,7526731,"Estimated",
"RN016376","Investigation Bore Dud Alyuen Community Aileron",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN016376,0.3,1994-09-22 00:00:00.0,42.2,0,,"Investigation","Backfilled","Historical",-22.662045,133.349777,53,330448,7492950,"GPS",
"RN000450","ARDEN SOAK WELL.U/S  1M DEEP 120m (N) OF MILL.",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000450,0.2,1936-06-01 00:00:00.0,0,0,0,"Production",,"Current",-22.356691,133.32887,53,327922,7526737,"Estimated",
"RN005725","Ti Tree Area",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005725,8.8,1966-12-10 00:00:00.0,61.6,0,0,"Monitoring","Constructed&Capped","Current",-22.243172,133.413609,53,336517,7539400,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN005725/Interval/Latest
"RN000451","PROWSE GAP WELL.(FILLED IN) 300M (E) OF MCMAHON RN13551",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN000451,0.1,1930-05-01 00:00:00.0,25,0,0,"Production",,"Current",-22.550016,133.309994,53,326219,7505309,"GPS",
"RN005726","130/60 PRODUCTION (#82) TI TREE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005726,0.3,1966-12-20 00:00:00.0,52.1,0,0,"Investigation",,"Current",-22.242976,133.412746,53,336428,7539421,"Surveyed",
"RN011964","G & C.FILLED UP WITH RUBBISH APPX 12.8KM (NNW) OF H/STE",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN011964,1.9,1978-08-05 00:00:00.0,18,0,0,"Production",,"Current",-22.105854,134.080223,53,405127,7555170,"Estimated",
"RN014409","Monitoring Bore Territory Grape Farm",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014409,7,1985-08-15 00:00:00.0,69,65,16.4,"Monitoring","Constructed&Capped","Current",-22.449311,133.659504,53,362064,7516823,"GPS",https://ntg.aquaticinformatics.net/AQWebportal/Data/Location/Summary/Location/RN014409/Interval/Latest
"RN014410","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014410,12,1985-08-15 00:00:00.0,74,73,15.63,"Monitoring","Constructed&Capped","Current",-22.449256,133.642072,53,360270,7516813,"GPS",
"RN014408","Territory Grape Farm Monitoring Bore",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN014408,10,1985-08-14 00:00:00.0,60,54.9,13.56,"Monitoring","Constructed&Capped","Current",-22.437367,133.636494,53,359684,7518124,"GPS",
"RN005499","137.5/67.5  #18  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005499,6,1966-06-27 00:00:00.0,91.7,0,0,"Investigation",,"Current",-22.222546,133.435151,53,338714,7541707,"Surveyed",
"RN005500","130/87.5  #13  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005500,3.5,1966-06-21 00:00:00.0,29.6,0,0,"Investigation",,"Current",-22.167279,133.413597,53,336428,7547803,"Surveyed",
"RN005501","127.5/95  #8  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005501,0.1,1966-06-16 00:00:00.0,41.5,0,0,"Investigation",,"Current",-22.146632,133.406422,53,335664,7550081,"Surveyed",
"RN005502","132.5/95  #10  TI TREE GRID",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN005502,0.9,1966-06-18 00:00:00.0,64.8,0,0,"Investigation",,"Current",-22.146662,133.421215,53,337190,7550094,"Surveyed",
"RN018911","Monitoring Bore Bushy Park Station",http://www.ntlis.nt.gov.au/hpa-services/borereport?bore=RN018911,0.8,2012-07-25 00:00:00.0,79.4,77.7,52.43,"Investigation","Constructed&Capped","Current",-22.674061,133.937877,53,390888,7492171,"GPS",
